Lot.Area,Lot.Shape,Total.Bsmt.SF,Gr.Liv.Area,has.Fireplace,SalePrice,Bldg.Type.simple,Year.Built,Full.Bath,Bedroom.AbvGr,Garage.Area,has.Pool
"[ 11560,215245]",IR1,"[   0, 990)",2263,1,235000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1574,1,190000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1102,1,169000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1872,1,241500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1857,1,188900,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1686,1,207500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2784,1,250000,1Fam,"[1973,2010]",3,5,"[ 480,1488]",1
"[  7440, 11560)",Reg,"[   0, 990)",1552,1,179900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1083,1,172000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",2318,1,294323,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1875,1,184500,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1074,0,153500,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1664,1,162900,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1309,1,181000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",1
"[  7440, 11560)",Reg,"[ 990,6110]",1103,0,155000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1096,0,138800,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,116050,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",858,0,88000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",874,0,97500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR2,"[ 990,6110]",1419,0,190000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,105500,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1365,1,125500,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,83000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1030,0,116000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1218,0,91500,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1218,0,118000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",948,0,89000,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,108000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,1,94500,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1069,1,146300,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1387,1,145000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",900,1,123000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1055,0,137500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1456,1,144000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1980,1,315000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2589,1,412083,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2596,0,342643,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1618,1,252000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2076,1,465000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1740,0,293000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1868,1,415000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1850,1,326000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2376,1,325300,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2452,1,309000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2206,1,300000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2098,1,275500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2091,1,338500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2324,1,345000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2253,1,344133,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2389,1,298236,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2358,1,329900,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1944,1,360000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1970,1,281000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1792,1,372397,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1780,1,378000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1792,1,374000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",2728,1,437154,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1904,1,275000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1914,1,279000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1364,1,185850,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1565,1,282500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1368,1,202500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1368,1,202665,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1686,1,332200,Twnhs,"[1973,2010]",2,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1666,1,310090,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1405,1,171750,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1316,1,169990,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1456,1,170440,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1492,0,169985,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1496,1,179665,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1863,1,219210,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1326,0,174190,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1456,0,172785,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2373,1,258000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1492,0,185101,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1364,1,210250,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1557,1,234000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1456,1,215000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1511,1,246990,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1414,1,178740,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1548,1,225000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1248,0,167240,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1142,0,156820,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1506,1,213490,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1567,1,264561,Twnhs,"[1973,2010]",2,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1500,1,246578,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR3,"[   0, 990)",1838,1,192140,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1509,1,183200,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1414,1,178000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1598,1,201490,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1936,1,230500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1509,1,180000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1664,1,172400,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1889,1,215000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1886,1,199900,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1671,1,173000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2322,0,287602,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",2291,1,230000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2392,1,348000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1976,1,286000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2234,1,300000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",3627,1,625000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2855,1,405000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1924,1,280000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2263,1,258000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",2726,1,350000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",3500,1,584500,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2494,1,321000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2526,1,290000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2799,1,315000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1964,1,252000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1670,1,336820,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",2097,1,423000,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1660,1,290000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1616,0,232000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1504,0,199000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1278,0,198600,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2640,1,405749,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1489,1,232600,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1939,1,266000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1553,0,186500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1716,0,200825,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1576,0,197000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1262,0,185000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1266,1,176000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1301,1,187750,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1142,0,139500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1400,0,186800,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1131,0,132000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1141,0,142500,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1158,0,158000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1686,0,184000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1585,0,184900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1837,0,187000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1603,0,175900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR2,"[   0, 990)",1731,0,248500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1398,0,172000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1217,0,151000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1320,0,150000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1056,0,107000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",965,0,119900,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",988,0,129500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1728,0,125000,2Fam,"[1872,1973)",2,6,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1654,0,119500,2Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1211,1,144000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1212,1,151000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",984,0,126000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",909,0,116000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",925,0,133500,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1024,0,120875,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",935,0,137000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",912,0,124000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1236,1,135000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",941,1,129200,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2646,1,260000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",1
"[ 11560,215245]",Reg,"[ 990,6110]",2417,1,260000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2826,1,334000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2520,1,310000,1Fam,"[1973,2010]",2,5,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2295,1,268000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1624,1,262000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1143,1,176400,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1247,1,197000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1200,0,151000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1223,0,147400,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1223,0,149900,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1200,0,144152,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1524,0,166000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1452,0,183900,Twnhs,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1382,0,165000,Twnhs,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",1080,0,139000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1694,1,200000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1568,1,221000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1494,1,270000,Twnhs,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1208,1,165000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1235,1,214000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1036,1,188000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1226,1,190000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1226,1,170000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1842,1,385000,1Fam,"[1973,2010]",0,0,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1193,0,146500,2Fam,"[1872,1973)",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1920,1,170000,1Fam,"[1872,1973)",3,4,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",2156,1,262500,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1416,1,179900,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2654,1,250000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1790,1,165150,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1334,0,164500,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1164,0,140000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",980,0,135500,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1051,0,142000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1770,0,155000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",976,1,157500,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1052,0,138500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",898,0,140000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1051,0,124400,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1141,0,158000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1200,0,146000,1Fam,"[1872,1973)",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1993,1,190000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1050,0,136500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,129900,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1712,0,145000,2Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1565,1,185900,2Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1251,1,160000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1488,1,167000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1440,1,157500,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1095,0,140000,2Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1053,0,150000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1248,0,151500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",816,1,129800,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1008,1,137000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1043,1,137000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",1230,0,121600,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",869,0,85500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",747,0,79900,1Fam,"[1872,1973)",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",1252,0,127000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1433,1,161000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1624,1,146500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1216,0,135000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2136,0,137900,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1578,1,133000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1728,1,137000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",936,0,121000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1584,0,119000,2Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1246,1,172000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
